ID,Data
secret,"[[ 0.3937]
 [ 0.1387]
 [ 0.1975]
 [ 0.2222]
 [ 0.348 ]
 [ 0.3326]
 [ 0.312 ]
 [ 0.4139]
 [ 0.4301]
 [ 0.4569]
 [ 0.4662]
 [ 0.5263]
 [ 0.4455]
 [ 0.5111]
 [ 0.3274]
 [ 0.4103]
 [ 0.2991]
 [ 0.3353]
 [ 0.2203]
 [ 0.3305]
 [ 0.1381]
 [ 0.2891]
 [ 0.208 ]
 [ 0.3443]
 [ 0.2979]
 [ 0.4533]
 [ 0.3517]
 [ 0.5054]
 [ 0.0737]
 [ 0.3302]
 [-0.0034]
 [ 0.259 ]
 [ 0.0206]
 [ 0.3648]
 [ 0.1637]
 [ 0.436 ]
 [ 0.1632]
 [ 0.3722]
 [ 0.1639]
 [ 0.3427]
 [ 0.1573]
 [ 0.3147]
 [ 0.1416]
 [ 0.2639]
 [ 0.4833]
 [ 0.3666]
 [ 0.4341]
 [ 0.4446]]"
b2,"(48, 1)"
secret,"[[ 0.3886]
 [ 0.1392]
 [ 0.1949]
 [ 0.2227]
 [ 0.3471]
 [ 0.3341]
 [ 0.3113]
 [ 0.4141]
 [ 0.4292]
 [ 0.4572]
 [ 0.4658]
 [ 0.5265]
 [ 0.4443]
 [ 0.5104]
 [ 0.3253]
 [ 0.4101]
 [ 0.2967]
 [ 0.3368]
 [ 0.2183]
 [ 0.3321]
 [ 0.1351]
 [ 0.2904]
 [ 0.2065]
 [ 0.3465]
 [ 0.2998]
 [ 0.4563]
 [ 0.3514]
 [ 0.5055]
 [ 0.069 ]
 [ 0.3298]
 [-0.0013]
 [ 0.2576]
 [ 0.0163]
 [ 0.3641]
 [ 0.1621]
 [ 0.4353]
 [ 0.1623]
 [ 0.3748]
 [ 0.1628]
 [ 0.3462]
 [ 0.1562]
 [ 0.3187]
 [ 0.1407]
 [ 0.2687]
 [ 0.4837]
 [ 0.3704]
 [ 0.4355]
 [ 0.4471]]"
b2,"(48, 1)"
secret,"[[3.837e-01]
 [1.396e-01]
 [1.924e-01]
 [2.232e-01]
 [3.461e-01]
 [3.356e-01]
 [3.105e-01]
 [4.142e-01]
 [4.283e-01]
 [4.576e-01]
 [4.653e-01]
 [5.264e-01]
 [4.432e-01]
 [5.099e-01]
 [3.231e-01]
 [4.100e-01]
 [2.944e-01]
 [3.385e-01]
 [2.165e-01]
 [3.336e-01]
 [1.321e-01]
 [2.917e-01]
 [2.049e-01]
 [3.486e-01]
 [3.016e-01]
 [4.594e-01]
 [3.514e-01]
 [5.056e-01]
 [6.460e-02]
 [3.294e-01]
 [5.000e-04]
 [2.561e-01]
 [1.180e-02]
 [3.636e-01]
 [1.609e-01]
 [4.346e-01]
 [1.618e-01]
 [3.776e-01]
 [1.619e-01]
 [3.496e-01]
 [1.553e-01]
 [3.226e-01]
 [1.402e-01]
 [2.735e-01]
 [4.843e-01]
 [3.744e-01]
 [4.371e-01]
 [4.499e-01]]"
b2,"(48, 1)"
secret,"[[0.379 ]
 [0.1403]
 [0.1899]
 [0.2236]
 [0.3451]
 [0.337 ]
 [0.3096]
 [0.4142]
 [0.4272]
 [0.4581]
 [0.465 ]
 [0.5266]
 [0.4422]
 [0.5095]
 [0.3208]
 [0.4096]
 [0.2922]
 [0.34  ]
 [0.2146]
 [0.335 ]
 [0.1289]
 [0.2929]
 [0.2033]
 [0.3506]
 [0.303 ]
 [0.462 ]
 [0.3514]
 [0.5054]
 [0.0601]
 [0.3291]
 [0.0019]
 [0.2546]
 [0.0076]
 [0.3633]
 [0.1599]
 [0.4342]
 [0.1613]
 [0.3804]
 [0.1612]
 [0.3531]
 [0.1545]
 [0.3265]
 [0.1395]
 [0.2784]
 [0.4849]
 [0.3782]
 [0.4387]
 [0.4525]]"
b2,"(48, 1)"
secret,"[[0.3744]
 [0.1408]
 [0.1874]
 [0.224 ]
 [0.3441]
 [0.3385]
 [0.309 ]
 [0.4143]
 [0.4262]
 [0.4586]
 [0.4645]
 [0.5267]
 [0.4409]
 [0.509 ]
 [0.3188]
 [0.4094]
 [0.2899]
 [0.3414]
 [0.2127]
 [0.3363]
 [0.1259]
 [0.294 ]
 [0.2019]
 [0.3526]
 [0.3044]
 [0.4642]
 [0.3513]
 [0.5053]
 [0.0558]
 [0.3289]
 [0.0026]
 [0.2535]
 [0.0036]
 [0.3629]
 [0.159 ]
 [0.4339]
 [0.161 ]
 [0.383 ]
 [0.1604]
 [0.3565]
 [0.154 ]
 [0.3304]
 [0.1392]
 [0.283 ]
 [0.4854]
 [0.3821]
 [0.4402]
 [0.4551]]"
b2,"(48, 1)"
secret,"[[ 3.699e-01]
 [ 1.415e-01]
 [ 1.850e-01]
 [ 2.246e-01]
 [ 3.430e-01]
 [ 3.399e-01]
 [ 3.083e-01]
 [ 4.144e-01]
 [ 4.253e-01]
 [ 4.588e-01]
 [ 4.640e-01]
 [ 5.267e-01]
 [ 4.401e-01]
 [ 5.085e-01]
 [ 3.167e-01]
 [ 4.091e-01]
 [ 2.877e-01]
 [ 3.429e-01]
 [ 2.109e-01]
 [ 3.376e-01]
 [ 1.229e-01]
 [ 2.953e-01]
 [ 2.003e-01]
 [ 3.545e-01]
 [ 3.055e-01]
 [ 4.664e-01]
 [ 3.511e-01]
 [ 5.052e-01]
 [ 5.180e-02]
 [ 3.287e-01]
 [ 3.200e-03]
 [ 2.523e-01]
 [-4.000e-04]
 [ 3.625e-01]
 [ 1.583e-01]
 [ 4.338e-01]
 [ 1.606e-01]
 [ 3.857e-01]
 [ 1.598e-01]
 [ 3.598e-01]
 [ 1.531e-01]
 [ 3.342e-01]
 [ 1.385e-01]
 [ 2.873e-01]
 [ 4.858e-01]
 [ 3.855e-01]
 [ 4.417e-01]
 [ 4.577e-01]]"
b2,"(48, 1)"
secret,"[[ 0.3655]
 [ 0.1424]
 [ 0.1827]
 [ 0.2249]
 [ 0.3422]
 [ 0.3412]
 [ 0.3076]
 [ 0.4145]
 [ 0.4245]
 [ 0.4594]
 [ 0.4638]
 [ 0.5269]
 [ 0.4391]
 [ 0.5082]
 [ 0.3146]
 [ 0.4087]
 [ 0.2855]
 [ 0.3444]
 [ 0.209 ]
 [ 0.3389]
 [ 0.1202]
 [ 0.2966]
 [ 0.1989]
 [ 0.3563]
 [ 0.3067]
 [ 0.4684]
 [ 0.351 ]
 [ 0.505 ]
 [ 0.0477]
 [ 0.3287]
 [ 0.0034]
 [ 0.2513]
 [-0.004 ]
 [ 0.3623]
 [ 0.1579]
 [ 0.4338]
 [ 0.1605]
 [ 0.3882]
 [ 0.1592]
 [ 0.3629]
 [ 0.1525]
 [ 0.3376]
 [ 0.1378]
 [ 0.2915]
 [ 0.4863]
 [ 0.3891]
 [ 0.4429]
 [ 0.46  ]]"
b2,"(48, 1)"
secret,"[[ 0.3612]
 [ 0.1431]
 [ 0.1805]
 [ 0.2258]
 [ 0.3413]
 [ 0.3427]
 [ 0.307 ]
 [ 0.4147]
 [ 0.4237]
 [ 0.4599]
 [ 0.4635]
 [ 0.527 ]
 [ 0.4381]
 [ 0.5079]
 [ 0.3124]
 [ 0.4085]
 [ 0.2833]
 [ 0.3458]
 [ 0.2074]
 [ 0.3404]
 [ 0.1175]
 [ 0.2978]
 [ 0.1976]
 [ 0.358 ]
 [ 0.308 ]
 [ 0.4703]
 [ 0.351 ]
 [ 0.505 ]
 [ 0.0439]
 [ 0.3288]
 [ 0.0032]
 [ 0.2504]
 [-0.0076]
 [ 0.3623]
 [ 0.1577]
 [ 0.4339]
 [ 0.1603]
 [ 0.3907]
 [ 0.1587]
 [ 0.3659]
 [ 0.1515]
 [ 0.341 ]
 [ 0.1367]
 [ 0.2955]
 [ 0.4863]
 [ 0.3923]
 [ 0.444 ]
 [ 0.4622]]"
b2,"(48, 1)"
secret,"[[ 0.357 ]
 [ 0.144 ]
 [ 0.1783]
 [ 0.2263]
 [ 0.3406]
 [ 0.3441]
 [ 0.3064]
 [ 0.415 ]
 [ 0.4229]
 [ 0.4605]
 [ 0.4632]
 [ 0.5272]
 [ 0.4376]
 [ 0.5077]
 [ 0.3105]
 [ 0.4082]
 [ 0.2814]
 [ 0.3469]
 [ 0.2059]
 [ 0.3416]
 [ 0.1147]
 [ 0.2991]
 [ 0.1964]
 [ 0.3598]
 [ 0.309 ]
 [ 0.4721]
 [ 0.351 ]
 [ 0.5049]
 [ 0.0402]
 [ 0.3291]
 [ 0.0029]
 [ 0.2495]
 [-0.0108]
 [ 0.3624]
 [ 0.1577]
 [ 0.434 ]
 [ 0.1601]
 [ 0.3929]
 [ 0.158 ]
 [ 0.3685]
 [ 0.1507]
 [ 0.3438]
 [ 0.1356]
 [ 0.299 ]
 [ 0.4864]
 [ 0.3954]
 [ 0.4449]
 [ 0.4642]]"
b2,"(48, 1)"
secret,"[[ 0.3532]
 [ 0.145 ]
 [ 0.1761]
 [ 0.2271]
 [ 0.3397]
 [ 0.3457]
 [ 0.3058]
 [ 0.4153]
 [ 0.4223]
 [ 0.461 ]
 [ 0.4632]
 [ 0.5275]
 [ 0.4367]
 [ 0.5076]
 [ 0.3086]
 [ 0.4081]
 [ 0.2793]
 [ 0.3483]
 [ 0.2042]
 [ 0.3429]
 [ 0.1121]
 [ 0.3002]
 [ 0.1952]
 [ 0.3614]
 [ 0.3101]
 [ 0.4736]
 [ 0.3512]
 [ 0.5047]
 [ 0.0366]
 [ 0.3293]
 [ 0.0026]
 [ 0.2487]
 [-0.0118]
 [ 0.3624]
 [ 0.1574]
 [ 0.4342]
 [ 0.1598]
 [ 0.3951]
 [ 0.1571]
 [ 0.371 ]
 [ 0.1495]
 [ 0.3466]
 [ 0.1342]
 [ 0.3024]
 [ 0.486 ]
 [ 0.3981]
 [ 0.4455]
 [ 0.466 ]]"
b2,"(48, 1)"
secret,"[[ 0.3493]
 [ 0.146 ]
 [ 0.1742]
 [ 0.2279]
 [ 0.339 ]
 [ 0.3471]
 [ 0.3054]
 [ 0.4157]
 [ 0.4218]
 [ 0.4615]
 [ 0.463 ]
 [ 0.5277]
 [ 0.4361]
 [ 0.5075]
 [ 0.3068]
 [ 0.4077]
 [ 0.2774]
 [ 0.3496]
 [ 0.2026]
 [ 0.344 ]
 [ 0.1095]
 [ 0.3013]
 [ 0.1939]
 [ 0.3632]
 [ 0.311 ]
 [ 0.4751]
 [ 0.3512]
 [ 0.5046]
 [ 0.0331]
 [ 0.3296]
 [ 0.0022]
 [ 0.2479]
 [-0.0115]
 [ 0.3625]
 [ 0.1575]
 [ 0.4346]
 [ 0.1595]
 [ 0.397 ]
 [ 0.1562]
 [ 0.3731]
 [ 0.1482]
 [ 0.3491]
 [ 0.1327]
 [ 0.3054]
 [ 0.4856]
 [ 0.4008]
 [ 0.4461]
 [ 0.4675]]"
b2,"(48, 1)"
secret,"[[ 0.3455]
 [ 0.1472]
 [ 0.1723]
 [ 0.2287]
 [ 0.3384]
 [ 0.3486]
 [ 0.305 ]
 [ 0.416 ]
 [ 0.4212]
 [ 0.4622]
 [ 0.463 ]
 [ 0.528 ]
 [ 0.4357]
 [ 0.5074]
 [ 0.3049]
 [ 0.4075]
 [ 0.2755]
 [ 0.3509]
 [ 0.2011]
 [ 0.3452]
 [ 0.107 ]
 [ 0.3026]
 [ 0.1928]
 [ 0.3648]
 [ 0.312 ]
 [ 0.4765]
 [ 0.3513]
 [ 0.5044]
 [ 0.0299]
 [ 0.3301]
 [ 0.0017]
 [ 0.2474]
 [-0.0103]
 [ 0.3625]
 [ 0.1576]
 [ 0.4348]
 [ 0.1592]
 [ 0.3988]
 [ 0.1551]
 [ 0.3753]
 [ 0.1469]
 [ 0.3513]
 [ 0.1311]
 [ 0.3081]
 [ 0.4849]
 [ 0.403 ]
 [ 0.4462]
 [ 0.4688]]"
b2,"(48, 1)"
secret,"[[ 0.342 ]
 [ 0.1484]
 [ 0.1703]
 [ 0.2296]
 [ 0.3377]
 [ 0.3501]
 [ 0.3047]
 [ 0.4163]
 [ 0.4207]
 [ 0.4628]
 [ 0.463 ]
 [ 0.5282]
 [ 0.4353]
 [ 0.5076]
 [ 0.3032]
 [ 0.4072]
 [ 0.2738]
 [ 0.3522]
 [ 0.1997]
 [ 0.3465]
 [ 0.1045]
 [ 0.3037]
 [ 0.1918]
 [ 0.3664]
 [ 0.3129]
 [ 0.4777]
 [ 0.3516]
 [ 0.5042]
 [ 0.0266]
 [ 0.3305]
 [ 0.0011]
 [ 0.2468]
 [-0.0087]
 [ 0.3625]
 [ 0.1576]
 [ 0.4352]
 [ 0.1587]
 [ 0.4004]
 [ 0.154 ]
 [ 0.3771]
 [ 0.1455]
 [ 0.3534]
 [ 0.1293]
 [ 0.3106]
 [ 0.4841]
 [ 0.4051]
 [ 0.4463]
 [ 0.4697]]"
b2,"(48, 1)"
secret,"[[ 0.3385]
 [ 0.1497]
 [ 0.1686]
 [ 0.2305]
 [ 0.3372]
 [ 0.3515]
 [ 0.3044]
 [ 0.4169]
 [ 0.4202]
 [ 0.4634]
 [ 0.463 ]
 [ 0.5287]
 [ 0.4348]
 [ 0.5077]
 [ 0.3014]
 [ 0.4071]
 [ 0.2722]
 [ 0.3535]
 [ 0.1982]
 [ 0.3476]
 [ 0.1024]
 [ 0.305 ]
 [ 0.1907]
 [ 0.3679]
 [ 0.3138]
 [ 0.4787]
 [ 0.3518]
 [ 0.5042]
 [ 0.0236]
 [ 0.3308]
 [ 0.0008]
 [ 0.2463]
 [-0.0071]
 [ 0.3625]
 [ 0.1578]
 [ 0.4355]
 [ 0.1583]
 [ 0.4018]
 [ 0.1528]
 [ 0.3787]
 [ 0.1439]
 [ 0.3553]
 [ 0.1273]
 [ 0.3128]
 [ 0.4831]
 [ 0.4069]
 [ 0.4462]
 [ 0.4708]]"
b2,"(48, 1)"
secret,"[[ 3.353e-01]
 [ 1.510e-01]
 [ 1.669e-01]
 [ 2.316e-01]
 [ 3.367e-01]
 [ 3.531e-01]
 [ 3.043e-01]
 [ 4.174e-01]
 [ 4.199e-01]
 [ 4.644e-01]
 [ 4.633e-01]
 [ 5.291e-01]
 [ 4.346e-01]
 [ 5.079e-01]
 [ 2.999e-01]
 [ 4.070e-01]
 [ 2.704e-01]
 [ 3.547e-01]
 [ 1.970e-01]
 [ 3.489e-01]
 [ 1.000e-01]
 [ 3.062e-01]
 [ 1.897e-01]
 [ 3.694e-01]
 [ 3.147e-01]
 [ 4.799e-01]
 [ 3.521e-01]
 [ 5.041e-01]
 [ 2.070e-02]
 [ 3.316e-01]
 [ 5.000e-04]
 [ 2.460e-01]
 [-5.400e-03]
 [ 3.628e-01]
 [ 1.579e-01]
 [ 4.360e-01]
 [ 1.576e-01]
 [ 4.029e-01]
 [ 1.514e-01]
 [ 3.801e-01]
 [ 1.422e-01]
 [ 3.570e-01]
 [ 1.251e-01]
 [ 3.147e-01]
 [ 4.818e-01]
 [ 4.087e-01]
 [ 4.457e-01]
 [ 4.715e-01]]"
b2,"(48, 1)"
secret,"[[ 3.319e-01]
 [ 1.527e-01]
 [ 1.653e-01]
 [ 2.326e-01]
 [ 3.363e-01]
 [ 3.549e-01]
 [ 3.042e-01]
 [ 4.180e-01]
 [ 4.197e-01]
 [ 4.652e-01]
 [ 4.634e-01]
 [ 5.297e-01]
 [ 4.344e-01]
 [ 5.081e-01]
 [ 2.983e-01]
 [ 4.071e-01]
 [ 2.688e-01]
 [ 3.559e-01]
 [ 1.956e-01]
 [ 3.500e-01]
 [ 9.790e-02]
 [ 3.073e-01]
 [ 1.891e-01]
 [ 3.710e-01]
 [ 3.155e-01]
 [ 4.811e-01]
 [ 3.524e-01]
 [ 5.041e-01]
 [ 1.790e-02]
 [ 3.322e-01]
 [ 2.000e-04]
 [ 2.456e-01]
 [-3.700e-03]
 [ 3.630e-01]
 [ 1.581e-01]
 [ 4.364e-01]
 [ 1.568e-01]
 [ 4.042e-01]
 [ 1.501e-01]
 [ 3.815e-01]
 [ 1.405e-01]
 [ 3.585e-01]
 [ 1.228e-01]
 [ 3.165e-01]
 [ 4.805e-01]
 [ 4.102e-01]
 [ 4.454e-01]
 [ 4.720e-01]]"
b2,"(48, 1)"
secret,"[[ 3.290e-01]
 [ 1.540e-01]
 [ 1.637e-01]
 [ 2.337e-01]
 [ 3.358e-01]
 [ 3.565e-01]
 [ 3.042e-01]
 [ 4.186e-01]
 [ 4.195e-01]
 [ 4.661e-01]
 [ 4.637e-01]
 [ 5.303e-01]
 [ 4.343e-01]
 [ 5.085e-01]
 [ 2.969e-01]
 [ 4.070e-01]
 [ 2.674e-01]
 [ 3.573e-01]
 [ 1.945e-01]
 [ 3.514e-01]
 [ 9.580e-02]
 [ 3.086e-01]
 [ 1.881e-01]
 [ 3.725e-01]
 [ 3.163e-01]
 [ 4.819e-01]
 [ 3.528e-01]
 [ 5.042e-01]
 [ 1.510e-02]
 [ 3.330e-01]
 [-1.000e-04]
 [ 2.453e-01]
 [-2.300e-03]
 [ 3.633e-01]
 [ 1.583e-01]
 [ 4.366e-01]
 [ 1.560e-01]
 [ 4.049e-01]
 [ 1.485e-01]
 [ 3.825e-01]
 [ 1.386e-01]
 [ 3.597e-01]
 [ 1.205e-01]
 [ 3.181e-01]
 [ 4.791e-01]
 [ 4.115e-01]
 [ 4.446e-01]
 [ 4.724e-01]]"
b2,"(48, 1)"
secret,"[[ 3.259e-01]
 [ 1.557e-01]
 [ 1.624e-01]
 [ 2.349e-01]
 [ 3.356e-01]
 [ 3.581e-01]
 [ 3.042e-01]
 [ 4.192e-01]
 [ 4.193e-01]
 [ 4.670e-01]
 [ 4.640e-01]
 [ 5.309e-01]
 [ 4.343e-01]
 [ 5.088e-01]
 [ 2.955e-01]
 [ 4.071e-01]
 [ 2.659e-01]
 [ 3.587e-01]
 [ 1.934e-01]
 [ 3.526e-01]
 [ 9.380e-02]
 [ 3.100e-01]
 [ 1.874e-01]
 [ 3.740e-01]
 [ 3.172e-01]
 [ 4.830e-01]
 [ 3.531e-01]
 [ 5.042e-01]
 [ 1.250e-02]
 [ 3.337e-01]
 [-4.000e-04]
 [ 2.452e-01]
 [-1.000e-03]
 [ 3.634e-01]
 [ 1.585e-01]
 [ 4.369e-01]
 [ 1.549e-01]
 [ 4.056e-01]
 [ 1.470e-01]
 [ 3.835e-01]
 [ 1.367e-01]
 [ 3.610e-01]
 [ 1.180e-01]
 [ 3.196e-01]
 [ 4.776e-01]
 [ 4.127e-01]
 [ 4.440e-01]
 [ 4.729e-01]]"
b2,"(48, 1)"
secret,"[[ 3.232e-01]
 [ 1.575e-01]
 [ 1.610e-01]
 [ 2.362e-01]
 [ 3.352e-01]
 [ 3.598e-01]
 [ 3.043e-01]
 [ 4.199e-01]
 [ 4.192e-01]
 [ 4.679e-01]
 [ 4.643e-01]
 [ 5.314e-01]
 [ 4.342e-01]
 [ 5.092e-01]
 [ 2.943e-01]
 [ 4.071e-01]
 [ 2.646e-01]
 [ 3.600e-01]
 [ 1.924e-01]
 [ 3.539e-01]
 [ 9.200e-02]
 [ 3.114e-01]
 [ 1.867e-01]
 [ 3.755e-01]
 [ 3.181e-01]
 [ 4.838e-01]
 [ 3.536e-01]
 [ 5.041e-01]
 [ 9.900e-03]
 [ 3.346e-01]
 [-4.000e-04]
 [ 2.450e-01]
 [ 0.000e+00]
 [ 3.636e-01]
 [ 1.586e-01]
 [ 4.372e-01]
 [ 1.539e-01]
 [ 4.063e-01]
 [ 1.453e-01]
 [ 3.844e-01]
 [ 1.347e-01]
 [ 3.621e-01]
 [ 1.154e-01]
 [ 3.209e-01]
 [ 4.758e-01]
 [ 4.138e-01]
 [ 4.431e-01]
 [ 4.730e-01]]"
b2,"(48, 1)"
secret,"[[ 3.203e-01]
 [ 1.591e-01]
 [ 1.596e-01]
 [ 2.374e-01]
 [ 3.349e-01]
 [ 3.614e-01]
 [ 3.044e-01]
 [ 4.207e-01]
 [ 4.192e-01]
 [ 4.687e-01]
 [ 4.647e-01]
 [ 5.320e-01]
 [ 4.343e-01]
 [ 5.095e-01]
 [ 2.930e-01]
 [ 4.072e-01]
 [ 2.634e-01]
 [ 3.613e-01]
 [ 1.915e-01]
 [ 3.551e-01]
 [ 9.000e-02]
 [ 3.127e-01]
 [ 1.862e-01]
 [ 3.770e-01]
 [ 3.189e-01]
 [ 4.846e-01]
 [ 3.541e-01]
 [ 5.043e-01]
 [ 7.400e-03]
 [ 3.355e-01]
 [-4.000e-04]
 [ 2.450e-01]
 [ 7.000e-04]
 [ 3.640e-01]
 [ 1.587e-01]
 [ 4.374e-01]
 [ 1.529e-01]
 [ 4.070e-01]
 [ 1.437e-01]
 [ 3.852e-01]
 [ 1.328e-01]
 [ 3.630e-01]
 [ 1.130e-01]
 [ 3.222e-01]
 [ 4.741e-01]
 [ 4.148e-01]
 [ 4.422e-01]
 [ 4.731e-01]]"
b2,"(48, 1)"
secret,"[[ 3.176e-01]
 [ 1.608e-01]
 [ 1.583e-01]
 [ 2.388e-01]
 [ 3.348e-01]
 [ 3.631e-01]
 [ 3.044e-01]
 [ 4.215e-01]
 [ 4.190e-01]
 [ 4.698e-01]
 [ 4.651e-01]
 [ 5.325e-01]
 [ 4.343e-01]
 [ 5.100e-01]
 [ 2.919e-01]
 [ 4.074e-01]
 [ 2.621e-01]
 [ 3.626e-01]
 [ 1.904e-01]
 [ 3.563e-01]
 [ 8.830e-02]
 [ 3.141e-01]
 [ 1.856e-01]
 [ 3.785e-01]
 [ 3.197e-01]
 [ 4.854e-01]
 [ 3.544e-01]
 [ 5.044e-01]
 [ 4.900e-03]
 [ 3.364e-01]
 [-4.000e-04]
 [ 2.448e-01]
 [ 1.200e-03]
 [ 3.642e-01]
 [ 1.589e-01]
 [ 4.379e-01]
 [ 1.519e-01]
 [ 4.076e-01]
 [ 1.423e-01]
 [ 3.860e-01]
 [ 1.307e-01]
 [ 3.642e-01]
 [ 1.104e-01]
 [ 3.233e-01]
 [ 4.723e-01]
 [ 4.158e-01]
 [ 4.412e-01]
 [ 4.730e-01]]"
b2,"(48, 1)"
secret,"[[ 3.150e-01]
 [ 1.625e-01]
 [ 1.571e-01]
 [ 2.402e-01]
 [ 3.345e-01]
 [ 3.646e-01]
 [ 3.047e-01]
 [ 4.221e-01]
 [ 4.191e-01]
 [ 4.707e-01]
 [ 4.655e-01]
 [ 5.334e-01]
 [ 4.344e-01]
 [ 5.105e-01]
 [ 2.908e-01]
 [ 4.076e-01]
 [ 2.610e-01]
 [ 3.641e-01]
 [ 1.895e-01]
 [ 3.577e-01]
 [ 8.630e-02]
 [ 3.155e-01]
 [ 1.851e-01]
 [ 3.800e-01]
 [ 3.204e-01]
 [ 4.861e-01]
 [ 3.550e-01]
 [ 5.045e-01]
 [ 2.500e-03]
 [ 3.374e-01]
 [-4.000e-04]
 [ 2.447e-01]
 [ 1.500e-03]
 [ 3.644e-01]
 [ 1.590e-01]
 [ 4.379e-01]
 [ 1.508e-01]
 [ 4.079e-01]
 [ 1.406e-01]
 [ 3.867e-01]
 [ 1.287e-01]
 [ 3.650e-01]
 [ 1.079e-01]
 [ 3.243e-01]
 [ 4.706e-01]
 [ 4.166e-01]
 [ 4.403e-01]
 [ 4.732e-01]]"
b2,"(48, 1)"
secret,"[[ 3.125e-01]
 [ 1.643e-01]
 [ 1.560e-01]
 [ 2.414e-01]
 [ 3.343e-01]
 [ 3.662e-01]
 [ 3.047e-01]
 [ 4.229e-01]
 [ 4.191e-01]
 [ 4.717e-01]
 [ 4.659e-01]
 [ 5.340e-01]
 [ 4.344e-01]
 [ 5.108e-01]
 [ 2.898e-01]
 [ 4.079e-01]
 [ 2.599e-01]
 [ 3.653e-01]
 [ 1.887e-01]
 [ 3.590e-01]
 [ 8.470e-02]
 [ 3.169e-01]
 [ 1.846e-01]
 [ 3.815e-01]
 [ 3.213e-01]
 [ 4.868e-01]
 [ 3.555e-01]
 [ 5.046e-01]
 [ 2.000e-04]
 [ 3.385e-01]
 [-4.000e-04]
 [ 2.447e-01]
 [ 1.600e-03]
 [ 3.648e-01]
 [ 1.590e-01]
 [ 4.381e-01]
 [ 1.497e-01]
 [ 4.083e-01]
 [ 1.391e-01]
 [ 3.873e-01]
 [ 1.269e-01]
 [ 3.658e-01]
 [ 1.054e-01]
 [ 3.255e-01]
 [ 4.688e-01]
 [ 4.174e-01]
 [ 4.392e-01]
 [ 4.731e-01]]"
b2,"(48, 1)"
secret,"[[ 3.099e-01]
 [ 1.662e-01]
 [ 1.547e-01]
 [ 2.427e-01]
 [ 3.342e-01]
 [ 3.678e-01]
 [ 3.050e-01]
 [ 4.237e-01]
 [ 4.192e-01]
 [ 4.726e-01]
 [ 4.662e-01]
 [ 5.346e-01]
 [ 4.346e-01]
 [ 5.113e-01]
 [ 2.887e-01]
 [ 4.083e-01]
 [ 2.589e-01]
 [ 3.665e-01]
 [ 1.880e-01]
 [ 3.601e-01]
 [ 8.320e-02]
 [ 3.182e-01]
 [ 1.843e-01]
 [ 3.829e-01]
 [ 3.220e-01]
 [ 4.873e-01]
 [ 3.559e-01]
 [ 5.047e-01]
 [-2.100e-03]
 [ 3.394e-01]
 [-4.000e-04]
 [ 2.448e-01]
 [ 1.600e-03]
 [ 3.650e-01]
 [ 1.591e-01]
 [ 4.383e-01]
 [ 1.486e-01]
 [ 4.087e-01]
 [ 1.375e-01]
 [ 3.878e-01]
 [ 1.250e-01]
 [ 3.667e-01]
 [ 1.029e-01]
 [ 3.265e-01]
 [ 4.669e-01]
 [ 4.182e-01]
 [ 4.383e-01]
 [ 4.732e-01]]"
b2,"(48, 1)"
secret,"[[ 3.075e-01]
 [ 1.679e-01]
 [ 1.537e-01]
 [ 2.440e-01]
 [ 3.338e-01]
 [ 3.694e-01]
 [ 3.051e-01]
 [ 4.244e-01]
 [ 4.192e-01]
 [ 4.735e-01]
 [ 4.666e-01]
 [ 5.352e-01]
 [ 4.348e-01]
 [ 5.117e-01]
 [ 2.879e-01]
 [ 4.085e-01]
 [ 2.578e-01]
 [ 3.680e-01]
 [ 1.874e-01]
 [ 3.614e-01]
 [ 8.140e-02]
 [ 3.195e-01]
 [ 1.839e-01]
 [ 3.841e-01]
 [ 3.227e-01]
 [ 4.879e-01]
 [ 3.565e-01]
 [ 5.050e-01]
 [-4.400e-03]
 [ 3.404e-01]
 [-4.000e-04]
 [ 2.449e-01]
 [ 1.500e-03]
 [ 3.653e-01]
 [ 1.592e-01]
 [ 4.383e-01]
 [ 1.476e-01]
 [ 4.090e-01]
 [ 1.361e-01]
 [ 3.887e-01]
 [ 1.232e-01]
 [ 3.675e-01]
 [ 1.006e-01]
 [ 3.276e-01]
 [ 4.652e-01]
 [ 4.191e-01]
 [ 4.372e-01]
 [ 4.731e-01]]"
b2,"(48, 1)"
