ID,Data
secret,"[[0.1703]
 [0.2733]
 [0.1781]
 [0.2796]
 [0.1618]
 [0.2664]
 [0.3073]
 [0.3812]
 [0.3165]
 [0.3901]
 [0.3923]
 [0.4559]
 [0.4631]
 [0.5164]
 [0.4457]
 [0.505 ]
 [0.2476]
 [0.3718]
 [0.2283]
 [0.367 ]
 [0.2029]
 [0.3574]
 [0.1224]
 [0.315 ]
 [0.2114]
 [0.3817]
 [0.3357]
 [0.4706]
 [0.3649]
 [0.4907]
 [0.061 ]
 [0.3161]
 [0.    ]
 [0.2383]
 [0.0515]
 [0.3385]
 [0.1869]
 [0.408 ]
 [0.1671]
 [0.385 ]
 [0.1492]
 [0.3721]
 [0.1321]
 [0.353 ]
 [0.1052]
 [0.3165]
 [0.7181]
 [0.7107]]"
b2,"(48, 1)"
secret,"[[0.1692]
 [0.2733]
 [0.1773]
 [0.2795]
 [0.1606]
 [0.2665]
 [0.3072]
 [0.3816]
 [0.3164]
 [0.3905]
 [0.3925]
 [0.4566]
 [0.4632]
 [0.5169]
 [0.4453]
 [0.5049]
 [0.2474]
 [0.3724]
 [0.228 ]
 [0.3676]
 [0.2024]
 [0.358 ]
 [0.1212]
 [0.3153]
 [0.211 ]
 [0.3823]
 [0.336 ]
 [0.4713]
 [0.365 ]
 [0.4912]
 [0.0594]
 [0.3164]
 [0.    ]
 [0.2383]
 [0.0498]
 [0.339 ]
 [0.1865]
 [0.4088]
 [0.1666]
 [0.3858]
 [0.1487]
 [0.3729]
 [0.1316]
 [0.3542]
 [0.1041]
 [0.3171]
 [0.7183]
 [0.7107]]"
b2,"(48, 1)"
secret,"[[0.1683]
 [0.2732]
 [0.1762]
 [0.2797]
 [0.1597]
 [0.2665]
 [0.3069]
 [0.3821]
 [0.3162]
 [0.3909]
 [0.3925]
 [0.4571]
 [0.4633]
 [0.5171]
 [0.4449]
 [0.5048]
 [0.2472]
 [0.373 ]
 [0.2278]
 [0.368 ]
 [0.2019]
 [0.3585]
 [0.1199]
 [0.3156]
 [0.2107]
 [0.383 ]
 [0.336 ]
 [0.4718]
 [0.3653]
 [0.4916]
 [0.0581]
 [0.317 ]
 [0.    ]
 [0.2385]
 [0.0482]
 [0.3395]
 [0.1862]
 [0.4092]
 [0.1662]
 [0.3867]
 [0.1483]
 [0.3739]
 [0.1311]
 [0.3552]
 [0.1031]
 [0.3179]
 [0.7184]
 [0.7109]]"
b2,"(48, 1)"
secret,"[[0.1673]
 [0.2732]
 [0.1753]
 [0.2797]
 [0.1585]
 [0.2665]
 [0.3067]
 [0.3824]
 [0.3162]
 [0.3914]
 [0.3927]
 [0.4577]
 [0.4634]
 [0.5175]
 [0.4446]
 [0.5047]
 [0.2471]
 [0.3736]
 [0.2275]
 [0.3686]
 [0.2014]
 [0.359 ]
 [0.1191]
 [0.3162]
 [0.2103]
 [0.3836]
 [0.3363]
 [0.4724]
 [0.3656]
 [0.4919]
 [0.0567]
 [0.3174]
 [0.    ]
 [0.2386]
 [0.0466]
 [0.3399]
 [0.1858]
 [0.4098]
 [0.1657]
 [0.3873]
 [0.1479]
 [0.3748]
 [0.1309]
 [0.3562]
 [0.102 ]
 [0.3188]
 [0.7186]
 [0.7108]]"
b2,"(48, 1)"
secret,"[[0.1662]
 [0.2732]
 [0.1743]
 [0.2797]
 [0.1576]
 [0.2665]
 [0.3064]
 [0.3827]
 [0.3161]
 [0.3918]
 [0.3929]
 [0.4582]
 [0.4634]
 [0.5177]
 [0.4443]
 [0.5046]
 [0.2469]
 [0.3742]
 [0.2271]
 [0.3692]
 [0.2011]
 [0.3596]
 [0.118 ]
 [0.3166]
 [0.21  ]
 [0.3843]
 [0.3368]
 [0.473 ]
 [0.3658]
 [0.4924]
 [0.0552]
 [0.318 ]
 [0.    ]
 [0.2388]
 [0.045 ]
 [0.3404]
 [0.1854]
 [0.4104]
 [0.1654]
 [0.3882]
 [0.1474]
 [0.3756]
 [0.1303]
 [0.3575]
 [0.1011]
 [0.3198]
 [0.7187]
 [0.7109]]"
b2,"(48, 1)"
secret,"[[0.1652]
 [0.2732]
 [0.1732]
 [0.2798]
 [0.1564]
 [0.2665]
 [0.3063]
 [0.3832]
 [0.3158]
 [0.3923]
 [0.3931]
 [0.4587]
 [0.4634]
 [0.5179]
 [0.4439]
 [0.5043]
 [0.2468]
 [0.3748]
 [0.2269]
 [0.3698]
 [0.2006]
 [0.3602]
 [0.1169]
 [0.3171]
 [0.2098]
 [0.3849]
 [0.337 ]
 [0.4734]
 [0.366 ]
 [0.4928]
 [0.054 ]
 [0.3185]
 [0.    ]
 [0.2389]
 [0.0435]
 [0.341 ]
 [0.1852]
 [0.4109]
 [0.165 ]
 [0.3891]
 [0.1471]
 [0.3764]
 [0.13  ]
 [0.3584]
 [0.1004]
 [0.3208]
 [0.7188]
 [0.7109]]"
b2,"(48, 1)"
secret,"[[0.1642]
 [0.2732]
 [0.1723]
 [0.2798]
 [0.1554]
 [0.2665]
 [0.3059]
 [0.3835]
 [0.3158]
 [0.3927]
 [0.3932]
 [0.4592]
 [0.4634]
 [0.5183]
 [0.4435]
 [0.5043]
 [0.2467]
 [0.3755]
 [0.2266]
 [0.3703]
 [0.2002]
 [0.3607]
 [0.1159]
 [0.3175]
 [0.2095]
 [0.3854]
 [0.3372]
 [0.474 ]
 [0.3664]
 [0.4931]
 [0.0526]
 [0.3189]
 [0.    ]
 [0.239 ]
 [0.0419]
 [0.3413]
 [0.1848]
 [0.4116]
 [0.1646]
 [0.3898]
 [0.1465]
 [0.3773]
 [0.1296]
 [0.3595]
 [0.0995]
 [0.3217]
 [0.719 ]
 [0.711 ]]"
b2,"(48, 1)"
secret,"[[0.1631]
 [0.2732]
 [0.1714]
 [0.28  ]
 [0.1543]
 [0.2665]
 [0.3059]
 [0.3838]
 [0.3156]
 [0.3931]
 [0.3932]
 [0.4596]
 [0.4636]
 [0.5185]
 [0.4431]
 [0.5042]
 [0.2465]
 [0.3761]
 [0.2265]
 [0.371 ]
 [0.1997]
 [0.3612]
 [0.1148]
 [0.318 ]
 [0.2094]
 [0.3861]
 [0.3374]
 [0.4744]
 [0.3665]
 [0.4934]
 [0.0512]
 [0.3195]
 [0.    ]
 [0.2393]
 [0.0404]
 [0.342 ]
 [0.1844]
 [0.412 ]
 [0.1642]
 [0.3904]
 [0.1462]
 [0.378 ]
 [0.1292]
 [0.3605]
 [0.0988]
 [0.3228]
 [0.7191]
 [0.7108]]"
b2,"(48, 1)"
secret,"[[0.1623]
 [0.2732]
 [0.1705]
 [0.28  ]
 [0.1534]
 [0.2664]
 [0.3057]
 [0.3842]
 [0.3154]
 [0.3935]
 [0.3933]
 [0.4601]
 [0.4636]
 [0.5187]
 [0.4427]
 [0.504 ]
 [0.2465]
 [0.3767]
 [0.2262]
 [0.3716]
 [0.1993]
 [0.3617]
 [0.114 ]
 [0.3183]
 [0.209 ]
 [0.3866]
 [0.3376]
 [0.4749]
 [0.3666]
 [0.4937]
 [0.0499]
 [0.3199]
 [0.    ]
 [0.2393]
 [0.0389]
 [0.3424]
 [0.184 ]
 [0.4126]
 [0.1638]
 [0.391 ]
 [0.1456]
 [0.3788]
 [0.1287]
 [0.3614]
 [0.0983]
 [0.3239]
 [0.7192]
 [0.7109]]"
b2,"(48, 1)"
secret,"[[0.1612]
 [0.2732]
 [0.1696]
 [0.28  ]
 [0.1523]
 [0.2665]
 [0.3053]
 [0.3847]
 [0.3154]
 [0.3938]
 [0.3935]
 [0.4607]
 [0.4635]
 [0.519 ]
 [0.4426]
 [0.5041]
 [0.2464]
 [0.3773]
 [0.2262]
 [0.3722]
 [0.1989]
 [0.3623]
 [0.113 ]
 [0.3188]
 [0.2087]
 [0.3873]
 [0.3379]
 [0.4754]
 [0.367 ]
 [0.4942]
 [0.0485]
 [0.3205]
 [0.    ]
 [0.2396]
 [0.0375]
 [0.343 ]
 [0.1838]
 [0.4132]
 [0.1632]
 [0.3916]
 [0.1451]
 [0.3795]
 [0.1285]
 [0.3624]
 [0.0976]
 [0.325 ]
 [0.7194]
 [0.7108]]"
b2,"(48, 1)"
secret,"[[0.1601]
 [0.2733]
 [0.1686]
 [0.2802]
 [0.1513]
 [0.2665]
 [0.305 ]
 [0.3849]
 [0.3152]
 [0.3943]
 [0.3937]
 [0.4611]
 [0.4637]
 [0.5193]
 [0.4422]
 [0.504 ]
 [0.2463]
 [0.3779]
 [0.2259]
 [0.3727]
 [0.1986]
 [0.3628]
 [0.112 ]
 [0.3193]
 [0.2085]
 [0.3879]
 [0.3382]
 [0.4757]
 [0.3671]
 [0.4945]
 [0.0473]
 [0.3211]
 [0.    ]
 [0.2396]
 [0.036 ]
 [0.3435]
 [0.1834]
 [0.4137]
 [0.1629]
 [0.3922]
 [0.1447]
 [0.3802]
 [0.1278]
 [0.3633]
 [0.0969]
 [0.3261]
 [0.7194]
 [0.7109]]"
b2,"(48, 1)"
secret,"[[0.1594]
 [0.2732]
 [0.1676]
 [0.2801]
 [0.1503]
 [0.2665]
 [0.3049]
 [0.3854]
 [0.315 ]
 [0.3948]
 [0.3938]
 [0.4617]
 [0.4637]
 [0.5195]
 [0.4418]
 [0.5039]
 [0.2462]
 [0.3784]
 [0.2257]
 [0.3733]
 [0.1982]
 [0.3633]
 [0.1111]
 [0.3198]
 [0.2082]
 [0.3885]
 [0.3382]
 [0.4763]
 [0.3673]
 [0.4947]
 [0.0459]
 [0.3215]
 [0.    ]
 [0.24  ]
 [0.0347]
 [0.344 ]
 [0.1832]
 [0.4141]
 [0.1625]
 [0.3929]
 [0.1442]
 [0.3809]
 [0.1274]
 [0.3641]
 [0.0963]
 [0.3272]
 [0.7195]
 [0.711 ]]"
b2,"(48, 1)"
secret,"[[0.1582]
 [0.2733]
 [0.1668]
 [0.2802]
 [0.1493]
 [0.2666]
 [0.3047]
 [0.3858]
 [0.315 ]
 [0.3951]
 [0.3938]
 [0.4622]
 [0.4637]
 [0.5198]
 [0.4416]
 [0.5039]
 [0.2461]
 [0.379 ]
 [0.2254]
 [0.3737]
 [0.1978]
 [0.3638]
 [0.1102]
 [0.3201]
 [0.2079]
 [0.389 ]
 [0.3385]
 [0.4765]
 [0.3676]
 [0.495 ]
 [0.0448]
 [0.3221]
 [0.    ]
 [0.2399]
 [0.0332]
 [0.3445]
 [0.1827]
 [0.4145]
 [0.162 ]
 [0.3933]
 [0.1436]
 [0.3814]
 [0.1268]
 [0.3649]
 [0.0959]
 [0.3282]
 [0.7197]
 [0.7108]]"
b2,"(48, 1)"
secret,"[[0.1573]
 [0.2733]
 [0.166 ]
 [0.2804]
 [0.1484]
 [0.2668]
 [0.3046]
 [0.3862]
 [0.3149]
 [0.3955]
 [0.394 ]
 [0.4625]
 [0.4639]
 [0.52  ]
 [0.4414]
 [0.5038]
 [0.2461]
 [0.3796]
 [0.2253]
 [0.3743]
 [0.1975]
 [0.3643]
 [0.1092]
 [0.3208]
 [0.2077]
 [0.3895]
 [0.3387]
 [0.477 ]
 [0.3677]
 [0.4952]
 [0.0434]
 [0.3228]
 [0.    ]
 [0.2402]
 [0.0319]
 [0.3451]
 [0.1824]
 [0.4151]
 [0.1615]
 [0.394 ]
 [0.1431]
 [0.3821]
 [0.1263]
 [0.3656]
 [0.0953]
 [0.3292]
 [0.7196]
 [0.7109]]"
b2,"(48, 1)"
secret,"[[0.1564]
 [0.2733]
 [0.165 ]
 [0.2805]
 [0.1474]
 [0.2669]
 [0.3045]
 [0.3865]
 [0.3148]
 [0.3959]
 [0.3941]
 [0.463 ]
 [0.4639]
 [0.5202]
 [0.4409]
 [0.5038]
 [0.246 ]
 [0.3802]
 [0.2251]
 [0.3749]
 [0.1971]
 [0.3648]
 [0.1082]
 [0.3212]
 [0.2075]
 [0.3899]
 [0.3387]
 [0.4773]
 [0.3678]
 [0.4954]
 [0.0422]
 [0.3232]
 [0.    ]
 [0.2403]
 [0.0304]
 [0.3456]
 [0.1821]
 [0.4155]
 [0.161 ]
 [0.3944]
 [0.1426]
 [0.3827]
 [0.1257]
 [0.3663]
 [0.0947]
 [0.3303]
 [0.7198]
 [0.7107]]"
b2,"(48, 1)"
secret,"[[0.1554]
 [0.2735]
 [0.1642]
 [0.2807]
 [0.1464]
 [0.2671]
 [0.3043]
 [0.387 ]
 [0.3148]
 [0.3964]
 [0.3943]
 [0.4635]
 [0.464 ]
 [0.5205]
 [0.4408]
 [0.5037]
 [0.2459]
 [0.3809]
 [0.2248]
 [0.3753]
 [0.1967]
 [0.3652]
 [0.1073]
 [0.3216]
 [0.2072]
 [0.3905]
 [0.339 ]
 [0.4778]
 [0.3681]
 [0.4957]
 [0.041 ]
 [0.3236]
 [0.    ]
 [0.2404]
 [0.029 ]
 [0.3461]
 [0.1817]
 [0.4158]
 [0.1606]
 [0.3949]
 [0.142 ]
 [0.3832]
 [0.1252]
 [0.3669]
 [0.0941]
 [0.3314]
 [0.7198]
 [0.7106]]"
b2,"(48, 1)"
secret,"[[0.1545]
 [0.2737]
 [0.1635]
 [0.2808]
 [0.1457]
 [0.2671]
 [0.304 ]
 [0.3874]
 [0.3147]
 [0.3967]
 [0.3944]
 [0.464 ]
 [0.4641]
 [0.5209]
 [0.4407]
 [0.5037]
 [0.2459]
 [0.3814]
 [0.2246]
 [0.3759]
 [0.1963]
 [0.3658]
 [0.1064]
 [0.322 ]
 [0.207 ]
 [0.3911]
 [0.3392]
 [0.4782]
 [0.3681]
 [0.4959]
 [0.0398]
 [0.3243]
 [0.    ]
 [0.2407]
 [0.0277]
 [0.3465]
 [0.1814]
 [0.4162]
 [0.1601]
 [0.3953]
 [0.1415]
 [0.3836]
 [0.1246]
 [0.3677]
 [0.0935]
 [0.3324]
 [0.7198]
 [0.7107]]"
b2,"(48, 1)"
secret,"[[0.1536]
 [0.2739]
 [0.1627]
 [0.2811]
 [0.1448]
 [0.2675]
 [0.304 ]
 [0.3877]
 [0.3145]
 [0.3972]
 [0.3946]
 [0.4645]
 [0.4642]
 [0.5213]
 [0.4404]
 [0.5038]
 [0.2457]
 [0.3819]
 [0.2245]
 [0.3765]
 [0.196 ]
 [0.3662]
 [0.1055]
 [0.3225]
 [0.2068]
 [0.3915]
 [0.3393]
 [0.4785]
 [0.3684]
 [0.4963]
 [0.0386]
 [0.3247]
 [0.    ]
 [0.2407]
 [0.0264]
 [0.3471]
 [0.181 ]
 [0.4166]
 [0.1596]
 [0.3957]
 [0.1409]
 [0.3841]
 [0.1238]
 [0.3682]
 [0.093 ]
 [0.3333]
 [0.7198]
 [0.7104]]"
b2,"(48, 1)"
secret,"[[0.1528]
 [0.274 ]
 [0.1619]
 [0.2812]
 [0.1439]
 [0.2676]
 [0.3039]
 [0.3882]
 [0.3144]
 [0.3976]
 [0.3949]
 [0.4648]
 [0.4644]
 [0.5215]
 [0.4403]
 [0.5039]
 [0.2456]
 [0.3826]
 [0.2241]
 [0.3771]
 [0.1956]
 [0.3667]
 [0.1047]
 [0.3229]
 [0.2066]
 [0.3922]
 [0.3395]
 [0.4789]
 [0.3685]
 [0.4965]
 [0.0374]
 [0.3252]
 [0.    ]
 [0.2409]
 [0.025 ]
 [0.3475]
 [0.1807]
 [0.4168]
 [0.159 ]
 [0.3963]
 [0.1403]
 [0.3845]
 [0.1232]
 [0.3687]
 [0.0923]
 [0.3342]
 [0.7199]
 [0.7103]]"
b2,"(48, 1)"
secret,"[[0.152 ]
 [0.2743]
 [0.1612]
 [0.2814]
 [0.1432]
 [0.2678]
 [0.3039]
 [0.3888]
 [0.3144]
 [0.398 ]
 [0.395 ]
 [0.4654]
 [0.4646]
 [0.5218]
 [0.4401]
 [0.504 ]
 [0.2456]
 [0.3831]
 [0.224 ]
 [0.3776]
 [0.1953]
 [0.3673]
 [0.1038]
 [0.3235]
 [0.2064]
 [0.3926]
 [0.3396]
 [0.4792]
 [0.3687]
 [0.4968]
 [0.0362]
 [0.3258]
 [0.    ]
 [0.241 ]
 [0.0237]
 [0.3481]
 [0.1802]
 [0.4173]
 [0.1585]
 [0.3965]
 [0.1396]
 [0.3849]
 [0.1225]
 [0.3692]
 [0.0918]
 [0.3352]
 [0.7198]
 [0.7103]]"
b2,"(48, 1)"
secret,"[[0.1512]
 [0.2743]
 [0.1605]
 [0.2817]
 [0.1423]
 [0.268 ]
 [0.3037]
 [0.3891]
 [0.3143]
 [0.3986]
 [0.3951]
 [0.4659]
 [0.4647]
 [0.522 ]
 [0.44  ]
 [0.5041]
 [0.2455]
 [0.3836]
 [0.2238]
 [0.378 ]
 [0.1949]
 [0.3677]
 [0.1027]
 [0.3239]
 [0.2061]
 [0.3932]
 [0.3398]
 [0.4794]
 [0.3689]
 [0.497 ]
 [0.035 ]
 [0.3263]
 [0.    ]
 [0.2412]
 [0.0222]
 [0.3485]
 [0.1799]
 [0.4176]
 [0.1581]
 [0.397 ]
 [0.1392]
 [0.3854]
 [0.1218]
 [0.3697]
 [0.0911]
 [0.336 ]
 [0.7199]
 [0.7102]]"
b2,"(48, 1)"
secret,"[[0.1504]
 [0.2746]
 [0.1598]
 [0.282 ]
 [0.1414]
 [0.2682]
 [0.3036]
 [0.3896]
 [0.3144]
 [0.399 ]
 [0.3954]
 [0.4665]
 [0.4648]
 [0.5224]
 [0.4398]
 [0.5042]
 [0.2455]
 [0.3841]
 [0.2237]
 [0.3785]
 [0.1944]
 [0.3681]
 [0.1019]
 [0.3244]
 [0.206 ]
 [0.3935]
 [0.34  ]
 [0.4797]
 [0.3691]
 [0.4971]
 [0.0337]
 [0.3268]
 [0.    ]
 [0.2412]
 [0.021 ]
 [0.3491]
 [0.1795]
 [0.4178]
 [0.1574]
 [0.3974]
 [0.1385]
 [0.3858]
 [0.1211]
 [0.3701]
 [0.0904]
 [0.3369]
 [0.7198]
 [0.7102]]"
b2,"(48, 1)"
secret,"[[0.1496]
 [0.2748]
 [0.159 ]
 [0.2822]
 [0.1407]
 [0.2684]
 [0.3035]
 [0.3899]
 [0.3144]
 [0.3995]
 [0.3956]
 [0.4671]
 [0.465 ]
 [0.5229]
 [0.4397]
 [0.5044]
 [0.2453]
 [0.3847]
 [0.2235]
 [0.3791]
 [0.1941]
 [0.3685]
 [0.1011]
 [0.3249]
 [0.2057]
 [0.3941]
 [0.3399]
 [0.4801]
 [0.3691]
 [0.4974]
 [0.0326]
 [0.3273]
 [0.    ]
 [0.2415]
 [0.0196]
 [0.3495]
 [0.1793]
 [0.4181]
 [0.1569]
 [0.3976]
 [0.1379]
 [0.3862]
 [0.1204]
 [0.3706]
 [0.0898]
 [0.3378]
 [0.7199]
 [0.71  ]]"
b2,"(48, 1)"
secret,"[[0.1488]
 [0.275 ]
 [0.1583]
 [0.2826]
 [0.1399]
 [0.2686]
 [0.3034]
 [0.3905]
 [0.3143]
 [0.4   ]
 [0.3958]
 [0.4676]
 [0.465 ]
 [0.5232]
 [0.4396]
 [0.5043]
 [0.2452]
 [0.3852]
 [0.2234]
 [0.3796]
 [0.1939]
 [0.369 ]
 [0.1003]
 [0.3252]
 [0.2056]
 [0.3945]
 [0.3402]
 [0.4803]
 [0.3692]
 [0.4976]
 [0.0315]
 [0.3278]
 [0.    ]
 [0.2415]
 [0.0182]
 [0.35  ]
 [0.1789]
 [0.4184]
 [0.1564]
 [0.398 ]
 [0.1373]
 [0.3866]
 [0.1197]
 [0.3711]
 [0.0891]
 [0.3387]
 [0.7198]
 [0.7099]]"
b2,"(48, 1)"
secret,"[[0.1482]
 [0.2753]
 [0.1576]
 [0.2827]
 [0.1392]
 [0.2688]
 [0.3034]
 [0.3909]
 [0.3143]
 [0.4005]
 [0.396 ]
 [0.468 ]
 [0.4653]
 [0.5236]
 [0.4395]
 [0.5045]
 [0.2453]
 [0.3857]
 [0.2231]
 [0.3801]
 [0.1934]
 [0.3695]
 [0.0995]
 [0.3256]
 [0.2054]
 [0.3951]
 [0.3403]
 [0.4807]
 [0.3694]
 [0.4977]
 [0.0304]
 [0.3283]
 [0.    ]
 [0.2416]
 [0.017 ]
 [0.3504]
 [0.1785]
 [0.4187]
 [0.1558]
 [0.3985]
 [0.1367]
 [0.387 ]
 [0.119 ]
 [0.3714]
 [0.0883]
 [0.3394]
 [0.7198]
 [0.71  ]]"
b2,"(48, 1)"
secret,"[[1.474e-01]
 [2.753e-01]
 [1.570e-01]
 [2.829e-01]
 [1.385e-01]
 [2.691e-01]
 [3.033e-01]
 [3.914e-01]
 [3.143e-01]
 [4.009e-01]
 [3.962e-01]
 [4.685e-01]
 [4.654e-01]
 [5.238e-01]
 [4.394e-01]
 [5.047e-01]
 [2.452e-01]
 [3.861e-01]
 [2.230e-01]
 [3.806e-01]
 [1.932e-01]
 [3.700e-01]
 [9.860e-02]
 [3.260e-01]
 [2.052e-01]
 [3.956e-01]
 [3.404e-01]
 [4.808e-01]
 [3.695e-01]
 [4.979e-01]
 [2.930e-02]
 [3.289e-01]
 [1.000e-04]
 [2.418e-01]
 [1.560e-02]
 [3.509e-01]
 [1.781e-01]
 [4.190e-01]
 [1.554e-01]
 [3.988e-01]
 [1.362e-01]
 [3.874e-01]
 [1.183e-01]
 [3.719e-01]
 [8.760e-02]
 [3.400e-01]
 [7.198e-01]
 [7.098e-01]]"
b2,"(48, 1)"
secret,"[[1.467e-01]
 [2.757e-01]
 [1.563e-01]
 [2.832e-01]
 [1.377e-01]
 [2.693e-01]
 [3.032e-01]
 [3.918e-01]
 [3.144e-01]
 [4.013e-01]
 [3.965e-01]
 [4.691e-01]
 [4.656e-01]
 [5.241e-01]
 [4.393e-01]
 [5.048e-01]
 [2.451e-01]
 [3.867e-01]
 [2.228e-01]
 [3.810e-01]
 [1.928e-01]
 [3.705e-01]
 [9.780e-02]
 [3.265e-01]
 [2.050e-01]
 [3.958e-01]
 [3.406e-01]
 [4.811e-01]
 [3.697e-01]
 [4.980e-01]
 [2.810e-02]
 [3.293e-01]
 [1.000e-04]
 [2.419e-01]
 [1.440e-02]
 [3.514e-01]
 [1.777e-01]
 [4.192e-01]
 [1.548e-01]
 [3.990e-01]
 [1.356e-01]
 [3.878e-01]
 [1.176e-01]
 [3.724e-01]
 [8.700e-02]
 [3.408e-01]
 [7.199e-01]
 [7.099e-01]]"
b2,"(48, 1)"
secret,"[[1.461e-01]
 [2.760e-01]
 [1.557e-01]
 [2.836e-01]
 [1.370e-01]
 [2.695e-01]
 [3.031e-01]
 [3.923e-01]
 [3.143e-01]
 [4.017e-01]
 [3.966e-01]
 [4.695e-01]
 [4.656e-01]
 [5.245e-01]
 [4.392e-01]
 [5.050e-01]
 [2.450e-01]
 [3.872e-01]
 [2.226e-01]
 [3.815e-01]
 [1.925e-01]
 [3.708e-01]
 [9.700e-02]
 [3.268e-01]
 [2.048e-01]
 [3.964e-01]
 [3.406e-01]
 [4.814e-01]
 [3.697e-01]
 [4.982e-01]
 [2.700e-02]
 [3.297e-01]
 [2.000e-04]
 [2.420e-01]
 [1.310e-02]
 [3.518e-01]
 [1.774e-01]
 [4.195e-01]
 [1.543e-01]
 [3.995e-01]
 [1.349e-01]
 [3.883e-01]
 [1.168e-01]
 [3.728e-01]
 [8.620e-02]
 [3.415e-01]
 [7.200e-01]
 [7.097e-01]]"
b2,"(48, 1)"
secret,"[[1.453e-01]
 [2.762e-01]
 [1.550e-01]
 [2.838e-01]
 [1.363e-01]
 [2.699e-01]
 [3.031e-01]
 [3.927e-01]
 [3.142e-01]
 [4.022e-01]
 [3.969e-01]
 [4.700e-01]
 [4.658e-01]
 [5.249e-01]
 [4.391e-01]
 [5.051e-01]
 [2.450e-01]
 [3.877e-01]
 [2.224e-01]
 [3.819e-01]
 [1.922e-01]
 [3.712e-01]
 [9.620e-02]
 [3.273e-01]
 [2.047e-01]
 [3.969e-01]
 [3.407e-01]
 [4.815e-01]
 [3.698e-01]
 [4.982e-01]
 [2.590e-02]
 [3.303e-01]
 [3.000e-04]
 [2.421e-01]
 [1.180e-02]
 [3.523e-01]
 [1.770e-01]
 [4.198e-01]
 [1.540e-01]
 [3.997e-01]
 [1.344e-01]
 [3.886e-01]
 [1.163e-01]
 [3.734e-01]
 [8.560e-02]
 [3.421e-01]
 [7.200e-01]
 [7.095e-01]]"
b2,"(48, 1)"
secret,"[[1.446e-01]
 [2.764e-01]
 [1.543e-01]
 [2.842e-01]
 [1.356e-01]
 [2.701e-01]
 [3.031e-01]
 [3.933e-01]
 [3.143e-01]
 [4.027e-01]
 [3.970e-01]
 [4.705e-01]
 [4.660e-01]
 [5.252e-01]
 [4.389e-01]
 [5.052e-01]
 [2.448e-01]
 [3.883e-01]
 [2.222e-01]
 [3.824e-01]
 [1.918e-01]
 [3.716e-01]
 [9.530e-02]
 [3.277e-01]
 [2.044e-01]
 [3.974e-01]
 [3.410e-01]
 [4.817e-01]
 [3.700e-01]
 [4.985e-01]
 [2.480e-02]
 [3.309e-01]
 [4.000e-04]
 [2.421e-01]
 [1.050e-02]
 [3.528e-01]
 [1.766e-01]
 [4.198e-01]
 [1.534e-01]
 [4.002e-01]
 [1.341e-01]
 [3.890e-01]
 [1.155e-01]
 [3.737e-01]
 [8.490e-02]
 [3.427e-01]
 [7.199e-01]
 [7.095e-01]]"
b2,"(48, 1)"
secret,"[[1.438e-01]
 [2.767e-01]
 [1.537e-01]
 [2.845e-01]
 [1.347e-01]
 [2.704e-01]
 [3.029e-01]
 [3.934e-01]
 [3.143e-01]
 [4.032e-01]
 [3.972e-01]
 [4.709e-01]
 [4.660e-01]
 [5.255e-01]
 [4.389e-01]
 [5.055e-01]
 [2.448e-01]
 [3.888e-01]
 [2.221e-01]
 [3.827e-01]
 [1.914e-01]
 [3.721e-01]
 [9.450e-02]
 [3.280e-01]
 [2.043e-01]
 [3.978e-01]
 [3.409e-01]
 [4.819e-01]
 [3.700e-01]
 [4.986e-01]
 [2.360e-02]
 [3.312e-01]
 [5.000e-04]
 [2.423e-01]
 [9.100e-03]
 [3.533e-01]
 [1.764e-01]
 [4.202e-01]
 [1.530e-01]
 [4.006e-01]
 [1.334e-01]
 [3.894e-01]
 [1.150e-01]
 [3.741e-01]
 [8.400e-02]
 [3.435e-01]
 [7.200e-01]
 [7.095e-01]]"
b2,"(48, 1)"
secret,"[[1.432e-01]
 [2.769e-01]
 [1.530e-01]
 [2.847e-01]
 [1.341e-01]
 [2.706e-01]
 [3.029e-01]
 [3.940e-01]
 [3.142e-01]
 [4.036e-01]
 [3.974e-01]
 [4.713e-01]
 [4.662e-01]
 [5.257e-01]
 [4.387e-01]
 [5.055e-01]
 [2.447e-01]
 [3.892e-01]
 [2.218e-01]
 [3.832e-01]
 [1.912e-01]
 [3.724e-01]
 [9.380e-02]
 [3.285e-01]
 [2.041e-01]
 [3.982e-01]
 [3.410e-01]
 [4.823e-01]
 [3.702e-01]
 [4.987e-01]
 [2.260e-02]
 [3.317e-01]
 [4.000e-04]
 [2.424e-01]
 [8.000e-03]
 [3.535e-01]
 [1.760e-01]
 [4.204e-01]
 [1.526e-01]
 [4.008e-01]
 [1.329e-01]
 [3.898e-01]
 [1.144e-01]
 [3.746e-01]
 [8.330e-02]
 [3.440e-01]
 [7.199e-01]
 [7.096e-01]]"
b2,"(48, 1)"
